Province,Mean_Bawang_Putih_Bonggol,Mean_Cabai_Merah_Keriting,Mean_Daging_Ayam_Ras,Mean_Daging_Sapi_Murni,Mean_Tepung_Terigu_Curah,Mean_bawang_merah,Mean_beras_medium,Mean_beras_premium,Mean_gula,Mean_telur_ayam,CV_Bawang_Putih_Bonggol,CV_Cabai_Merah_Keriting,CV_Daging_Ayam_Ras,CV_Daging_Sapi_Murni,CV_Tepung_Terigu_Curah,CV_bawang_merah,CV_beras_medium,CV_beras_premium,CV_gula,CV_telur_ayam,Trend_Bawang_Putih_Bonggol,Trend_Cabai_Merah_Keriting,Trend_Daging_Ayam_Ras,Trend_Daging_Sapi_Murni,Trend_Tepung_Terigu_Curah,Trend_bawang_merah,Trend_beras_medium,Trend_beras_premium,Trend_gula,Trend_telur_ayam,Autocorr_Bawang_Putih_Bonggol,Autocorr_Cabai_Merah_Keriting,Autocorr_Daging_Ayam_Ras,Autocorr_Daging_Sapi_Murni,Autocorr_Tepung_Terigu_Curah,Autocorr_bawang_merah,Autocorr_beras_medium,Autocorr_beras_premium,Autocorr_gula,Autocorr_telur_ayam,Skewness_Bawang_Putih_Bonggol,Skewness_Cabai_Merah_Keriting,Skewness_Daging_Ayam_Ras,Skewness_Daging_Sapi_Murni,Skewness_Tepung_Terigu_Curah,Skewness_bawang_merah,Skewness_beras_medium,Skewness_beras_premium,Skewness_gula,Skewness_telur_ayam
Aceh,-0.3943631805738865,-0.5560065572061369,-1.2779483813737174,1.3840061790296865,0.016638020455987196,-0.25743793040949076,-0.4149412228056829,-0.8145709332893292,0.13934566983272517,-1.3290706848353029,0.5277679474976164,1.2621979048272753,-0.46323914865382315,-0.858843276047502,-0.3964521695082937,0.358697161711324,-0.525338861680365,-0.5864569865539999,0.31707479189523136,-0.16527511397656655,0.3853101873010702,-1.231257743967357,-0.003699916353370037,-0.0472583418683504,0.35555958884139915,1.682951963380356,-0.3030787879245241,-0.3860401885226991,0.46100927284249243,-0.30176281029685675,0.5761337541534224,0.6741217392845597,0.5337780927802637,0.4191924709972431,0.6579533171100658,0.4277522285042948,0.5449445546082579,0.45225236194775353,0.5559787164044914,0.6327922783224422,-0.9055626364002363,1.0282143369763361,0.3700823628493629,-0.29397539772684245,-1.1800035064311902,0.4946996633758889,0.012781072998344498,-0.6195915731217393,-0.045294846117751114,-0.4916033602087832
Bali,-1.2128142364068422,-0.9555689106975395,0.2986060670433463,-1.8198554341894484,0.44783260245731377,-1.2499494120149666,-0.10054315256385214,-0.4946897704169281,-1.0595864623584825,-0.9528973200084425,2.0083379822567173,0.17535398426920792,-0.679720294703669,-0.46020633443971687,0.08780484798420689,0.5018013004929776,0.6343956281130759,0.8569282252887022,1.0016633916179472,0.6517225925689897,1.9459862998513362,0.43378727958993674,0.5968991051404063,-0.04022200357220658,-0.05494087098797897,0.8592708654986853,0.722949163730754,0.9135982279283728,0.8962261092734586,1.1878131258202296,0.4970326695592424,-0.018220908027523332,0.45846408998892896,0.3301117010648481,0.5155771732539486,0.35292195182237496,0.6318050009006546,0.5179878262509867,0.5393715638640821,-0.5551809422491509,-0.5706145887737889,0.023782500169664194,-1.0668440952748364,0.8150516761018722,-0.017656807568784173,-0.34726871103255735,-0.5038952713211281,-0.6935328952530444,0.3885078666124676,-0.28191787007579333
Banten,-0.5773448088265857,-0.09834768827264202,-0.06132306680304389,-0.02144670367430985,-0.6914596296346395,-0.3282860405916756,-0.9814496309382682,-0.9465632894085355,-0.8606798346381752,-0.5858042127688367,0.4074602377866982,0.8131559669622802,-0.7376699591624103,0.3293545310237102,-2.158075724542039,0.8068004254573503,0.7278727651483642,1.0122010055907755,0.8512189583472524,0.9398874629461552,0.5065725395479672,-1.1529527272287872,0.2209701647185596,-0.724175338438638,-0.5167529689462986,-1.039190778474838,0.5967248555427783,0.9538556265807548,1.2597820541548834,-0.653555308761833,0.01023549302065645,0.4832753786652432,0.1222906611267224,0.4915852502595475,-1.552541115153554,0.15626659748453792,0.09800521228476305,0.06353379117746508,-0.6272270238321074,0.5849814750277731,-0.6533877793552427,0.9146616413852632,0.5642620271948465,-0.18809198403761798,-1.4860380851364232,0.9963421040908981,1.0177934158972026,0.49465077383462747,0.7806823767987701,-0.45282197712323635
Bengkulu,-0.4730988880127182,-0.483354054444231,-0.3745303964301246,-0.24817783650905573,-0.00013406669375760742,-0.2540631221838759,-0.5551869980179758,-0.5936707725582098,-0.5073962343639152,-1.073554682190593,0.6983016069048834,1.34943965359284,2.22123563217734,0.29841015480030114,0.5292357704283054,0.35418583030810075,0.7335311844270893,0.8613111524933956,-0.05495997976177828,-0.09855664499665039,0.5498129172752597,0.7906983626985608,-1.2558806563556033,0.5882798949144168,1.0876633391118593,0.1409341022175436,0.8351611340728065,0.947645489788501,0.1642875490601428,0.1325348559581994,0.4422905021845899,0.618282233777868,0.7718243640252361,0.15345950738585362,0.6796169373207599,0.4261392472046268,0.6637714461372163,0.5062561703405025,0.40308172838699297,0.5765070176707869,-0.15460816641315528,0.20239734526574818,0.6411134993685014,-0.3080190065707691,-1.4598681496910582,-0.6830642401571934,-0.11367419006930966,-0.6775608732622218,0.25333406757507154,-1.4451390216502027
DI Yogyakarta,-1.081269893919354,-1.0564340428328776,-0.5197467405022315,-0.0712223633722182,-1.125827467148967,-0.8270548187695845,-0.880889038380121,-0.984921437861125,-1.2527897498482232,-0.7574547117516006,1.1755041609909087,1.0623286790358646,0.5614344422970631,-1.3226826782203547,0.3210791121519047,1.3751806265617204,1.313258418487431,0.607442375104461,1.3329079839277158,1.0715394773795048,1.0962421613604154,-0.837895918753053,0.14715735734906238,-0.5084982844681126,-1.4921497052508392,-0.7595046676172852,1.205903163490851,0.4925336753022597,1.0952365481506718,-0.8848598595032077,0.41545466789776464,0.46241533138659885,0.6997621254742109,-0.3925353424552596,0.3416243186420956,0.2949217784883377,0.6432901855186639,0.42582669514521865,0.3558308843563012,0.5104657262211595,-0.9804037969372462,0.10753282879484925,0.036509505329180264,1.5894589654431017,0.8666978053893643,-0.34496250379003496,-0.8787589074615648,0.6523925225083669,-0.313954604002607,-0.040251119292461446
DKI Jakarta,0.27805573405618367,0.6035480392533448,0.12296568872132757,0.179092134950956,-0.6423589062088064,0.7480705453743076,-0.6286115936349425,-0.3438285357814115,-0.23322098705336922,-0.3420405704491825,-1.280905885191426,0.3431684158105742,-0.5558620533509923,0.8366857028061805,-1.7170479347205865,-0.037442275006525166,1.1356766793008517,0.9580841552238207,-0.18308478951403087,0.13642988270044037,-1.0811745678522136,-0.5124025214871937,0.4629709053106234,-0.7953843632789979,-0.7092135208820379,0.19071513809089327,0.7041768641583307,0.5572747015721964,-1.0716281067823359,-1.111059293087949,-0.835109537295777,0.5074994895569882,-0.12690302285328164,0.6807374720208575,-1.1463129397992593,0.03448066088036006,0.4022468526332511,0.2483597153575592,-0.4337671427804637,-0.02117497398789924,0.3626272384318364,0.29294192437042005,-0.475135914828007,-0.6307017644133256,1.1358751283302735,0.3620237844608549,1.8848363210463852,2.06698935774337,2.549955956910366,-0.3308971492769054
Gorontalo,0.7268560842451537,-0.9809983719994639,-1.0160868317161358,-0.21324252366275384,-0.18436989229752243,0.25773510025144963,-0.2985593845140522,-0.7052555161786983,0.5958590250322576,0.46974057250292905,-0.3016322195541022,0.08107404968782787,1.7628082840788672,0.0786083860485652,1.689727553540775,0.6204179626951315,1.2220760565334001,1.6353731030391718,1.3772982903190236,1.4757980912732052,-0.40368129154914606,1.0242445372887816,1.1771718170793652,-1.0689850918693389,0.19482412032668875,-1.735483779523437,1.0184240247734604,1.432959521379501,1.207828242894072,2.004944786403007,0.14433498554850824,0.15434518588378943,0.8115266548066808,0.8236606545351683,0.726908657620627,0.14185663151989986,0.6672032447477142,0.5422873890838902,0.2012773983443619,0.6673533172677968,1.5521217507159188,-0.4175871263239583,-2.1336155285899725,0.023878645020048658,-1.0346283794804938,0.04737762309088237,1.0281449892086407,0.9785868783127482,0.2608120044485076,1.1212648974291533
Jambi,-0.8320758601358946,-0.8073866779267241,-0.7261490448684593,0.0791767609989271,-0.604700603214748,-1.1241780679652156,-1.0619466198780072,-0.43474036794069637,-0.7433147975138614,-0.6033654920891021,0.788440352732981,1.3242462331677032,1.8350854628330995,-0.5099910091999437,0.7363251992968058,0.4295733736456781,-0.27611842959235683,-0.39082349342869244,-0.10303140982826042,-1.1312156304854895,0.8527853074592143,-0.4141919895603259,-0.9730848910142341,-0.6247125714525136,0.987237186021837,-0.1475088780042326,-0.10154147823367947,-0.3568492831961285,0.2774800889301705,-0.5223784146001754,0.6036468818342451,0.47828527019113737,0.7879811049028074,0.6984001306307761,0.8132190359178743,0.44746582783564787,0.6634880988342846,0.5520331570783434,0.7025709329753815,0.689555903438883,-0.8589420564211127,0.5276215220775093,1.1531032192082038,-0.5231169957167883,-0.7947424947022006,-0.6166930980326364,0.5957822828053683,-1.0599127039504443,0.06202389159215285,-0.8916700345292713
Jawa Barat,-0.45366624532568744,-0.1950430919595921,-0.18277313043076368,-0.23605486453673102,-0.8579474313102616,-0.4788573575878307,-0.8699462346871143,-0.8411130741051633,-0.5305330893066296,-0.4568935996248019,-0.0828907302613781,0.33482234762078494,-0.05421887276078453,-0.5537113334399317,0.03136834703498397,0.3963778022514028,0.6215572249098991,0.4885671820257416,-0.6611138096422955,0.7446647304696715,0.07900165552674396,-0.05452780677020517,0.2305369192505145,-0.6130400012889895,1.0720905334676045,-0.18828043108327736,0.4402541049440862,0.40759053293643327,-0.3556492336733934,-0.8752286172231996,0.5437516605223122,0.6421015951854282,0.744865216236836,0.708454030385793,0.6692562744836249,0.4288262580257398,0.6485735108543825,0.5463024755685753,0.5471684054370977,0.738015893415595,-0.5557470619119733,0.3235575328721687,0.9767001406330655,0.5941426258258139,-0.879789923349553,0.937852088782958,1.7020706166241861,1.2860979312530902,0.41585626148699684,-0.10543701262619043
Jawa Tengah,-0.9919685635921446,-0.9918381082025631,-0.3723396088725488,-0.5528011719645431,-1.0436033325855907,-0.6476073563919358,-0.7087258539726106,-0.802926349597563,-1.3372920139794369,-0.7409176365699659,0.8304970944246858,1.0053451643875944,-0.08466531774582402,-0.8585732010447421,0.17598267032509193,0.9314126942801496,0.8943183199571632,0.4851334862779556,0.9709208045185344,0.8941105628492654,0.8993612927630753,-0.3875999267629616,0.5698254236472611,-0.249123443713209,-0.3258245201962119,-1.0946715871027832,0.7617047479366081,0.5242564751858172,0.4843951278865821,-0.7794384831552934,0.43025368933686314,0.6591767695241291,0.7395909339010704,0.5131229657162824,0.4678788097378844,0.25497969521333247,0.6549599433092709,0.45758574807955554,0.6209496727409953,0.7101900132027604,-0.7948199309607953,0.21827879799205097,0.7939943133352277,0.21714362141772012,0.025690365564737826,0.13966538083651406,0.6469186066845752,0.20012733526009185,-0.27024525136086563,-0.45638326986958766
